S10	S11	S12	S13	S13prime	S14	S15	S16	S17	S18	S19	S1	S20	S20prime	S21	S22	S23	S24	S25	S26	S27	S28	S29	S2	S30	S31	S32	S33	S34	S35	S36	S37	S38	S3	S4	S5	S6	S7	S8	S9	gene.names
355	150	120	109	137	96	101	175	78	65	185	637	254	308	280	286	537	765	338	1044	631	675	509	1450	1002	487	463	916	816	626	1033	1631	1884	900	1118	1003	1226	278	179	221	CAGL0M07227g
256	240	191	176	261	199	127	238	122	98	230	89	275	392	303	389	548	754	254	804	515	546	438	230	768	579	454	699	615	470	774	395	471	123	113	157	200	164	91	119	CAGL0M07249g
639	559	464	386	523	389	298	422	224	171	405	181	417	579	386	411	489	637	241	579	351	350	369	533	523	362	319	400	384	303	370	679	899	377	389	420	402	449	249	274	CAGL0M07271g
245	217	233	157	223	168	132	261	113	103	165	41	255	339	300	267	373	682	213	549	598	458	323	146	883	302	326	604	695	298	1025	239	294	77	149	128	126	185	123	92	CAGL0M07293g
470	492	350	265	350	220	265	363	126	103	259	180	401	435	279	262	571	494	338	702	328	283	630	579	583	870	540	616	326	511	455	1266	1329	239	292	320	359	319	245	218	CAGL0M07315g
306	289	213	171	205	144	158	247	94	85	187	112	261	328	195	229	399	405	202	568	309	303	398	323	461	486	349	391	359	340	400	389	387	192	248	268	293	264	122	119	CAGL0M07337g
5	15	5	1	4	4	4	10	3	4	13	3	9	12	2	13	24	23	20	40	24	23	17	3	42	28	19	60	43	26	47	4	5	5	3	5	5	7	2	0	CAGL0M07359g
2043	1640	1449	1370	1900	1475	944	1398	862	755	914	255	1278	1625	1615	1929	1880	3011	1032	2755	2189	2527	1668	731	3590	2433	1431	2911	2779	1395	2828	1102	1094	439	582	666	802	913	619	739	CAGL0M07381g
914	645	563	509	749	633	405	674	404	374	509	138	753	1040	916	1129	1251	1891	772	2074	1403	1828	1206	316	2671	1614	1112	2497	2457	1276	2741	609	568	241	323	328	452	450	316	319	CAGL0M07403g
406	310	245	193	278	163	140	195	109	73	171	127	184	220	222	221	326	439	130	441	340	303	204	329	497	252	210	415	377	219	470	431	479	142	239	271	305	258	166	165	CAGL0M07425g
2499	2332	1993	1591	2108	1779	1424	2312	1086	933	1884	560	2533	2944	2058	2271	3369	3483	1841	5239	2232	2017	2691	1672	2954	2647	2300	2257	1917	2213	1825	2234	2363	1058	1337	1471	1517	1702	966	1030	CAGL0M07447g
582	578	501	361	569	427	370	566	306	262	485	130	667	879	698	716	1303	1631	705	2037	1190	1381	1114	335	1932	1380	969	1601	1556	972	1782	506	540	229	305	332	362	385	223	241	CAGL0M07469g
221	236	154	133	220	162	110	148	95	79	124	44	155	191	220	215	257	345	113	305	294	343	171	116	393	171	134	321	267	125	320	184	182	48	85	118	120	114	72	113	CAGL0M07491g
2088	1484	1292	1196	1720	1334	947	1382	670	598	894	405	1132	1577	1103	1124	964	1242	467	1172	656	744	651	1168	970	682	556	709	677	510	684	1482	1538	637	739	956	947	1063	588	747	CAGL0M07513g
485	384	353	266	429	311	203	367	186	171	265	87	386	449	369	405	541	688	234	700	434	537	400	163	667	486	352	536	563	360	585	267	273	131	160	185	224	272	160	170	CAGL0M07546g
601	561	419	415	521	487	399	632	349	283	473	48	747	1148	692	959	1364	1354	767	1380	863	1046	1360	325	1467	1779	1084	1126	1017	967	814	355	332	189	271	298	346	434	185	212	CAGL0M07568g
525	477	333	322	485	349	266	418	175	166	312	115	447	511	359	402	546	643	276	725	401	479	456	319	645	505	412	520	487	402	506	371	427	160	225	272	291	335	224	201	CAGL0M07590g
1469	1112	949	731	1058	880	491	824	462	498	573	155	767	1028	848	1242	953	1453	482	1329	938	1264	999	528	1758	934	883	1266	1288	749	1208	579	593	276	378	539	614	831	435	528	CAGL0M07612g
31	22	15	12	24	16	21	33	13	19	18	3	47	78	36	74	113	134	93	98	110	242	162	8	262	212	137	188	283	135	280	17	11	9	8	14	7	18	8	4	CAGL0M07634g
2586	1891	1783	1205	1713	1251	1238	1871	862	907	1830	744	2490	3172	2478	2784	4821	6475	3286	8509	5325	5369	5922	2629	9681	6045	5718	8131	8542	6387	9584	2671	2978	1569	2095	1984	2455	1663	1145	1163	CAGL0M07656g
215	82	58	43	64	31	65	72	42	20	73	410	99	88	109	103	213	345	186	474	329	322	235	895	535	242	291	507	523	306	669	1014	1150	517	646	564	692	164	132	109	CAGL0M07678g
9	5	9	1	1	1	0	3	1	0	5	2	0	3	0	3	2	4	3	34	3	3	15	11	5	14	14	1	2	21	2	8	7	11	16	16	9	6	7	2	CAGL0M07685r
4	1	6	3	4	4	1	3	4	5	0	2	2	2	2	1	6	3	1	4	2	4	5	5	3	6	4	2	7	4	6	2	4	7	5	9	10	2	3	7	CAGL0M07687r
15	1	5	6	3	7	2	0	0	3	0	10	1	3	0	1	4	0	1	9	3	2	5	10	1	2	7	1	3	4	9	7	11	0	10	8	5	7	1	6	CAGL0M07689r
15	2	2	5	2	10	0	2	4	4	2	1	0	4	0	6	1	9	0	9	5	9	1	5	7	3	6	7	16	4	16	0	2	4	6	1	4	3	6	2	CAGL0M07691r
122	14	21	12	18	16	1	0	27	8	10	10	3	4	11	9	6	45	13	21	17	30	6	17	35	3	8	24	41	4	40	10	11	12	21	13	27	19	17	25	CAGL0M07693r
15	2	7	3	6	5	1	7	8	7	2	1	8	6	1	9	2	11	6	19	8	9	4	5	4	1	5	8	14	2	7	1	3	2	2	3	2	3	0	2	CAGL0M07695r
12	1	3	2	6	3	1	2	3	1	0	3	4	6	2	9	6	6	0	7	5	12	1	1	10	4	8	15	16	4	14	0	1	1	2	0	4	5	1	0	CAGL0M07697r
342	219	216	151	208	158	146	234	74	51	188	234	244	326	214	197	443	550	235	682	464	442	404	500	698	383	393	589	627	452	799	647	692	297	365	334	420	223	161	178	CAGL0M07700g
3367	2019	1724	1302	1895	1428	1037	1661	835	791	1166	1169	1565	1797	1646	1797	2298	2689	1318	3711	1787	2160	2002	3060	2680	1598	1516	2061	2188	1762	2316	3257	3901	1980	2254	2494	2510	1833	1305	1318	CAGL0M07722g
27	30	25	48	53	48	30	69	84	54	46	3	52	78	152	211	92	400	45	97	281	333	64	9	386	57	45	311	333	40	409	14	14	2	5	10	13	19	12	20	CAGL0M07744g
59	31	29	28	34	28	26	26	25	22	25	26	29	33	36	45	55	110	33	108	111	149	53	42	174	64	59	173	169	63	231	35	36	26	29	36	29	27	17	29	CAGL0M07766g
85	20	29	31	31	16	8	15	13	5	7	12	14	8	15	9	10	34	3	12	30	24	4	56	46	5	3	36	38	4	47	26	30	33	39	44	35	31	26	39	CAGL0M07832g
178	106	99	75	112	46	33	70	22	17	60	82	58	86	66	65	103	165	87	189	154	128	88	168	172	107	89	162	145	95	200	206	240	110	124	161	149	112	86	78	CAGL0M07854g
655	241	193	146	186	130	62	71	51	27	65	284	87	123	117	98	187	322	104	288	247	255	235	744	427	229	216	387	305	226	342	843	904	431	593	677	656	394	297	287	CAGL0M07876g
448	363	259	182	251	158	145	241	80	82	162	169	202	263	183	173	535	459	226	384	414	304	233	654	594	490	283	471	392	380	520	661	664	404	475	477	566	404	263	222	CAGL0M07898g
59986	49461	40903	34448	45712	38707	30252	48513	23247	23841	34201	17255	47574	64649	53064	60231	87682	115282	55229	143689	89178	80077	89041	63238	131673	68066	83993	95427	84120	86509	82198	51857	55892	40455	47577	45052	49154	44049	24445	25226	CAGL0M07920g
348	352	248	289	247	312	156	264	172	175	177	33	407	431	484	643	661	1001	419	411	642	927	766	306	1180	1041	482	838	862	417	754	335	314	132	182	261	226	256	117	122	CAGL0M07942g
830	574	647	503	654	508	408	739	298	255	407	123	580	810	464	520	603	734	289	824	387	445	539	357	605	603	409	482	414	425	518	415	425	200	235	306	339	444	218	333	CAGL0M07986g
802	594	497	465	724	510	390	574	362	365	430	136	557	703	735	878	978	1444	498	1314	967	1277	792	369	1476	831	607	1084	1210	526	1179	462	469	207	277	325	364	362	228	278	CAGL0M08008g
515	181	200	174	271	162	87	139	97	66	120	265	119	179	218	139	207	349	128	344	275	289	172	609	448	198	173	430	419	182	464	686	656	416	535	543	601	279	201	226	CAGL0M08030g
269	97	82	113	210	160	54	92	81	81	57	34	80	75	158	154	101	203	36	71	159	182	73	107	234	67	52	204	240	62	261	140	142	66	93	93	119	84	68	76	CAGL0M08052g
732	568	475	303	479	307	258	340	166	137	395	349	365	486	417	415	575	748	301	564	538	520	417	948	852	534	387	661	629	323	742	992	1068	698	729	859	955	735	483	341	CAGL0M08074g
14237	3179	2858	1774	2185	1465	440	616	259	250	431	8162	486	605	509	477	955	1061	815	2167	981	961	1660	21521	1674	924	1287	1510	1494	2106	1869	21829	25412	13022	16239	17238	17006	7935	6039	6226	CAGL0M08118g
1280	1088	1041	812	1149	800	634	965	487	465	690	273	832	1079	975	1091	1265	1637	599	1718	1143	1286	831	601	1631	1015	764	1416	1272	736	1426	738	695	441	547	582	706	684	474	470	CAGL0M08162g
285	276	288	233	439	349	339	531	332	322	448	29	623	788	732	938	1052	1671	570	1498	1306	1599	929	88	2110	1052	645	1671	1754	763	1869	102	98	56	67	72	73	117	72	83	CAGL0M08184g
3418	2669	2374	2240	3486	2759	1764	2731	1778	1789	1946	404	2641	3336	3616	4141	4257	6859	2248	5999	4720	4751	3304	1040	6960	3714	2696	5813	4850	2704	4591	1810	2043	753	1037	1024	1173	1571	913	1216	CAGL0M08206g
423	495	457	386	521	423	443	728	433	357	633	69	912	930	980	1058	1533	1875	822	2005	1462	1746	1367	190	2239	1613	1057	1749	1854	1017	2074	263	275	66	133	138	171	214	153	136	CAGL0M08228g
1153	1150	1097	711	1069	718	809	1305	597	524	1022	296	1314	1650	1214	1376	2117	2530	1271	3301	1797	1905	1931	1114	2691	2521	1610	2193	1849	1561	2057	1165	1303	457	685	645	823	706	478	435	CAGL0M08250g
604	456	399	279	423	289	228	329	181	148	289	225	327	405	326	357	544	538	296	814	358	357	392	548	543	481	389	446	401	382	461	815	828	317	475	477	552	412	292	260	CAGL0M08272g
257	200	212	149	236	156	141	247	144	128	166	103	259	337	332	370	437	650	291	618	464	551	405	315	795	436	326	635	595	375	737	411	479	183	258	260	295	217	132	117	CAGL0M08294g
527	456	361	350	510	465	310	516	284	268	323	83	489	657	553	630	714	938	388	911	643	900	636	218	1125	656	477	858	895	500	973	342	336	138	179	231	214	288	159	195	CAGL0M08316g
1193	819	718	740	961	736	549	847	376	343	553	213	641	823	613	624	586	817	265	724	419	493	341	618	553	388	259	493	436	291	629	724	715	331	342	438	453	543	365	433	CAGL0M08338g
1503	1474	1224	929	1550	1164	892	1324	685	699	879	189	1252	1562	1292	1584	1715	2226	831	2291	1467	1800	1388	535	2240	1624	1021	1775	1648	1075	1607	894	836	269	425	501	496	677	439	509	CAGL0M08360g
928	651	488	465	675	537	372	590	241	230	397	173	464	587	383	446	441	537	201	610	314	341	315	480	399	343	272	356	288	247	304	663	635	274	284	429	451	456	289	302	CAGL0M08382g
886	678	496	442	639	540	455	610	325	310	418	285	575	761	701	868	875	1413	573	1360	1020	1115	853	694	1608	966	733	1343	1170	766	1291	944	1089	452	695	615	651	481	293	336	CAGL0M08404g
1169	1126	947	879	1231	1069	863	1312	801	704	948	102	1202	1578	1544	1704	1872	2932	1004	2327	1993	2310	1742	291	3341	2415	1245	2833	2151	1258	2530	529	504	194	164	233	233	617	329	432	CAGL0M08426g
633	453	392	265	373	245	189	240	128	109	235	399	276	345	382	326	427	843	263	635	633	636	418	1559	949	516	483	825	944	383	994	1009	1114	629	978	905	1142	549	386	304	CAGL0M08448g
20407	14871	11739	14794	21645	19115	13776	20823	14786	14142	16810	2348	24057	29053	31508	36614	32168	60021	15127	33850	40619	43829	25667	8577	72066	38582	24035	60409	50638	20668	44460	14174	15056	5063	7363	7229	8555	7947	4888	6574	CAGL0M08492g
3291	3465	2381	1967	2176	1893	1786	2266	1031	801	1145	375	1582	2368	1817	1789	3191	3363	1147	1587	2298	1807	1515	2135	3971	3094	1195	2469	1778	2699	2090	3049	3192	1147	1227	1467	1467	2508	1323	1335	CAGL0M08514g
73	116	70	33	47	25	95	139	33	29	98	19	216	278	94	99	392	175	195	254	79	137	435	141	222	723	299	157	151	340	179	101	99	94	123	119	96	125	45	34	CAGL0M08536g
7565	6705	6870	4389	6461	5006	4841	7966	3212	2947	5680	885	7618	10388	6937	7951	14361	14996	7667	21663	9718	10134	11058	2249	14246	13004	8678	13223	8526	9228	9766	4087	3400	1247	1625	1926	2262	3346	2052	2210	CAGL0M08552g
0	1	0	0	0	0	0	0	0	0	3	1	2	3	1	0	4	2	0	2	1	1	6	0	9	4	0	7	6	3	6	0	0	1	0	0	0	0	0	0	CAGL0M08558g
6	10	11	6	13	7	9	13	3	2	3	3	6	14	8	4	9	13	8	22	12	12	4	4	22	16	10	7	7	11	12	6	13	5	9	5	9	9	8	9	CAGL0M08580g
1704	1601	1190	1244	1828	1373	953	1517	837	740	997	203	1482	1872	1822	1985	1761	2913	768	1928	1551	1826	1310	863	2358	1280	957	1669	1534	982	1640	966	942	517	693	1138	994	973	542	689	CAGL0M08602g
263	166	116	215	290	273	107	157	128	143	117	5	189	192	297	325	161	418	46	87	215	291	74	37	318	76	61	222	172	44	165	62	71	20	24	26	32	75	41	80	CAGL0M08624g
476	405	359	254	424	293	245	392	160	178	291	119	445	637	523	557	724	984	395	1159	657	713	674	415	926	730	520	768	648	548	723	673	646	244	358	364	402	335	210	193	CAGL0M08646g
778	676	568	272	395	273	418	659	163	126	485	310	635	870	385	332	1073	696	603	1783	510	502	1044	768	840	1119	1052	698	617	1173	760	1178	1302	556	729	700	811	766	479	377	CAGL0M08668g
427	349	333	272	360	272	240	436	202	163	338	77	501	573	478	551	922	1161	581	1565	801	1022	890	269	1360	1121	792	1235	1128	876	1289	438	461	119	178	209	202	189	131	140	CAGL0M08690g
1206	1151	1019	709	1110	814	676	1109	575	529	945	248	1209	1551	1303	1427	1944	2547	1105	3231	1593	1859	1691	667	2294	1820	1531	1872	1677	1584	1859	960	953	433	586	623	757	736	489	489	CAGL0M08712g
548	563	536	434	620	492	419	708	441	359	522	62	779	969	925	1117	1211	2299	709	1820	1711	1840	1226	186	2701	1773	1051	2596	1987	896	1905	374	396	101	134	179	175	277	156	181	CAGL0M08734g
859	567	567	380	536	399	212	321	189	152	267	231	356	446	373	365	403	704	203	462	430	437	262	535	634	368	310	539	419	275	475	709	598	412	619	525	648	585	436	378	CAGL0M08756g
127	60	60	45	86	48	15	41	48	49	25	7	61	74	94	131	36	213	30	113	121	238	21	16	149	27	45	224	219	30	169	41	40	14	20	23	18	56	55	51	CAGL0M08778g
1036	611	576	451	625	509	369	696	383	320	381	200	670	919	851	1034	913	1546	595	1757	1030	1571	1107	522	1899	1137	921	1708	1682	1105	1623	865	779	350	397	447	531	612	442	388	CAGL0M08800g
7806	3279	2757	2694	3943	3422	2197	3691	2116	2127	2742	129	3895	4892	4142	5522	4942	7754	2411	7366	5245	7266	3797	331	7573	3857	3558	6175	6297	3312	5969	919	756	321	220	932	826	2638	1743	2266	CAGL0M08822g
906	1118	965	552	921	587	780	1270	425	377	946	245	1318	1823	934	983	2190	1727	1299	3855	1215	1284	1959	608	1790	2421	1942	1763	1386	2135	1699	1152	1217	366	464	514	548	656	454	345	CAGL0M08844g
483	426	378	337	483	387	351	534	325	287	391	80	549	675	701	830	907	1475	506	1141	1059	1191	745	264	1572	908	583	1382	1185	647	1236	463	500	113	145	192	180	253	155	183	CAGL0M08866g
46	29	35	21	24	24	23	24	18	11	22	46	31	29	27	55	43	94	30	91	77	77	47	99	99	44	38	94	89	43	120	125	179	61	82	73	93	50	23	27	CAGL0M08888g
2336	2141	1754	1627	2294	1747	1387	2064	1209	981	1511	309	2158	2615	2314	2734	3116	4345	1761	4189	2827	3127	2663	1071	4282	3660	2472	3636	3264	2347	3088	1461	1603	609	762	907	943	1220	743	866	CAGL0M08910g
1107	980	623	723	744	840	661	996	540	496	644	76	1215	1642	1169	1488	1436	2340	729	931	1294	1502	1396	494	2218	1953	1061	1613	1307	797	1087	635	581	236	326	487	473	1016	313	432	CAGL0M08932g
1297	1075	935	803	1205	933	714	1115	588	582	784	225	1171	1387	1161	1362	1339	2030	678	1782	1311	1765	1098	657	2038	1206	962	1576	1544	905	1598	846	940	406	469	512	554	699	459	485	CAGL0M08954g
301	277	225	208	334	199	181	320	159	149	216	133	305	393	375	433	567	898	302	884	689	816	424	290	1030	484	359	863	804	450	986	381	391	172	228	212	287	181	137	141	CAGL0M08976g
58	71	61	74	124	111	111	171	154	146	137	9	193	251	342	464	358	880	186	363	604	707	302	24	998	527	175	1068	739	217	743	74	61	4	4	11	15	9	6	18	CAGL0M09020g
3	2	5	2	1	3	2	4	3	1	0	2	2	2	5	4	3	8	1	6	5	8	3	3	26	4	1	22	23	1	24	5	2	2	4	7	5	2	4	0	CAGL0M09042g
552	392	323	268	425	273	257	297	177	161	264	136	291	387	370	415	463	726	244	665	469	542	363	407	671	449	320	618	490	307	498	524	496	267	326	354	359	319	218	212	CAGL0M09064g
2432	1948	1619	1130	1685	1161	1113	1780	730	494	957	545	1143	1445	1084	1022	1725	1615	679	1930	1463	1288	866	1161	2657	1293	749	2190	1748	1502	2517	1506	1501	851	1111	1067	1292	1413	891	993	CAGL0M09086g
810	622	509	466	639	549	336	547	280	311	355	62	550	675	724	818	909	1191	463	1407	836	1090	879	205	1445	850	755	973	1057	882	1042	254	307	127	154	237	172	433	260	279	CAGL0M09108g
1461	1273	1023	1002	1421	1127	921	1341	835	757	1005	265	1357	1593	1809	1976	2076	3028	1147	3114	2096	2574	1808	639	3183	1973	1333	2392	2442	1458	2458	959	962	491	549	626	701	827	512	529	CAGL0M09130g
359	253	199	176	297	215	158	234	129	125	178	86	273	329	284	349	422	573	230	612	418	530	360	208	625	338	339	481	542	338	607	283	285	136	202	186	213	189	142	121	CAGL0M09152g
1564	1251	1039	898	1295	1013	686	1149	621	600	891	269	1265	1762	1476	1618	1929	3082	1060	2632	2037	2118	1826	865	2945	2125	1460	2151	1814	1286	1614	1262	1370	577	725	884	912	1002	559	587	CAGL0M09185g
484	436	430	387	495	381	311	481	270	205	335	31	484	576	473	584	717	1045	276	960	563	655	562	93	896	732	433	641	537	369	443	138	163	44	58	85	102	180	94	161	CAGL0M09207g
3125	3251	3037	2777	3662	3187	2720	4686	2168	1713	3022	250	3929	5513	3495	4181	4555	6194	2018	5720	3194	3836	3658	840	5317	4960	2687	4102	2916	2236	2819	1417	1417	346	506	642	771	1389	749	1051	CAGL0M09229g
332	252	220	152	275	227	160	230	146	126	179	130	268	330	318	344	360	610	186	509	458	447	326	345	654	403	355	517	503	302	522	498	572	213	254	278	326	215	157	151	CAGL0M09251g
258	266	182	186	225	195	144	206	141	124	143	41	241	326	281	375	319	630	154	305	402	524	303	165	663	391	218	481	502	193	424	285	246	97	124	155	147	181	79	101	CAGL0M09273g
671	486	449	416	503	432	301	623	257	272	384	149	567	809	568	689	938	1234	564	1421	701	972	961	396	1246	1183	817	984	951	939	995	567	617	249	318	333	365	323	226	241	CAGL0M09295g
1554	1389	1284	1031	1608	1135	1008	1701	786	662	1113	254	1515	1928	1305	1479	1644	2235	702	1958	1197	1454	1123	806	1879	1262	1008	1366	1322	870	1258	1220	1290	356	398	639	644	784	514	541	CAGL0M09317g
648	529	435	377	577	466	341	503	251	240	337	84	435	598	404	505	481	683	226	610	383	426	356	222	551	364	292	502	470	258	524	335	344	101	144	167	236	319	202	233	CAGL0M09339g
1740	1578	1337	1014	1564	1160	964	1477	785	666	1058	338	1359	1553	1433	1660	2180	2702	1094	3011	1899	2236	1709	820	3032	2252	1432	2501	2218	1530	2469	1074	1289	506	663	764	743	966	599	598	CAGL0M09361g
416	391	371	248	407	311	250	434	218	181	348	96	493	584	558	568	786	1072	406	1076	831	917	693	258	1305	849	588	1023	968	589	1070	359	397	154	198	209	279	266	148	180	CAGL0M09383g
881	836	701	634	871	707	531	810	466	468	681	133	923	1153	988	1171	1402	1922	760	2047	1296	1628	1200	356	2061	1427	995	1591	1443	970	1600	558	572	226	292	335	371	527	315	368	CAGL0M09405g
1078	1015	906	725	1093	894	728	1108	580	543	807	145	1129	1500	1084	1238	1574	2216	875	2231	1446	1539	1455	434	2166	1934	1158	1701	1358	1029	1359	718	737	228	337	401	428	601	336	431	CAGL0M09427g
1440	1672	1369	1045	1410	1200	1211	1819	804	694	1355	193	1978	2325	1727	1963	3406	3236	1992	5672	2334	2555	3412	560	3730	3636	3016	2931	2884	3199	2854	963	961	331	436	536	619	962	626	536	CAGL0M09449g
25	14	17	18	33	36	9	22	18	18	11	4	19	26	41	48	20	66	16	36	58	68	16	5	82	29	30	70	69	11	60	11	12	2	4	5	7	14	5	10	CAGL0M09471g
104	116	83	68	104	114	93	134	76	62	100	12	186	203	146	210	357	343	193	484	263	283	399	27	412	359	307	304	338	314	348	74	52	16	37	33	36	71	35	33	CAGL0M09493g
481	390	342	295	379	295	206	318	168	165	245	103	383	433	407	469	574	824	362	1073	635	748	542	295	1058	679	509	711	701	532	730	457	507	150	223	217	235	285	165	182	CAGL0M09515g
454	437	398	298	461	298	287	504	214	200	443	98	513	733	490	556	976	1330	559	1385	889	945	778	294	1254	1063	714	1117	907	625	898	489	413	133	178	242	294	284	150	178	CAGL0M09537g
385	340	272	217	295	153	181	259	144	109	206	150	246	267	268	284	410	526	167	520	487	500	241	374	733	370	214	581	637	350	698	483	548	224	297	302	333	281	184	180	CAGL0M09559g
6601	5595	4784	4739	6454	5603	5197	7731	4111	3800	5888	1056	8178	10514	7780	8866	9839	12501	4539	10601	7254	7366	8160	4737	11945	11788	7753	9301	7336	6515	6683	6711	7673	2076	2522	3330	3446	2915	1784	2162	CAGL0M09581g
1497	1060	972	907	1298	928	608	1002	472	468	647	301	776	1039	797	809	621	926	243	819	458	526	367	696	605	394	333	405	437	300	476	1005	995	395	459	640	671	744	464	549	CAGL0M09603g
985	615	606	611	869	742	401	730	351	398	503	148	674	820	642	780	558	887	222	725	443	582	365	442	595	318	365	467	464	259	452	596	663	209	295	345	389	425	279	362	CAGL0M09614g
346	344	295	230	314	268	251	336	200	168	252	47	356	448	394	490	502	785	238	665	496	559	405	150	784	516	290	650	629	331	637	209	201	79	101	139	108	185	105	140	CAGL0M09636g
413	571	523	292	490	302	416	537	244	182	397	48	564	673	501	527	734	862	335	866	479	582	441	168	735	581	415	527	491	344	468	311	265	128	182	184	194	295	197	140	CAGL0M09647g
513	560	430	311	428	268	346	471	222	164	369	65	483	568	396	408	592	554	297	869	392	421	488	213	562	571	459	456	432	526	526	361	405	119	119	140	144	317	190	197	CAGL0M09669g
800	504	452	353	504	394	260	405	207	194	300	283	425	530	399	419	602	769	330	969	492	568	485	668	756	525	444	702	623	485	692	887	939	405	591	580	651	485	300	320	CAGL0M09691g
1363	1788	929	780	1212	793	731	936	485	433	665	410	743	1001	960	979	1048	1937	562	1300	1307	1387	784	775	1911	1317	686	1730	1391	651	1230	761	773	791	473	491	546	2267	677	664	CAGL0M09713g
496	268	186	148	211	178	100	109	65	62	89	61	132	155	149	128	182	233	102	240	189	212	151	115	300	197	145	240	234	126	236	189	165	101	96	98	115	356	128	191	CAGL0M09735g
206	91	78	47	72	32	47	74	25	30	52	218	82	104	107	102	168	315	112	313	265	307	214	519	482	211	233	419	463	267	524	603	729	271	365	312	380	103	96	79	CAGL0M09757g
2951	2147	1877	1207	1905	1512	1260	1879	919	728	1629	673	2268	2594	1623	1321	1553	2403	1026	2138	1190	1012	1086	1709	1997	1050	574	2315	1087	1091	2104	2264	2653	1118	1331	1431	1494	1740	1257	1230	CAGL0M09779g
310	81	83	75	113	49	42	71	38	19	70	321	83	98	127	117	197	373	128	299	342	375	243	740	549	244	184	548	462	259	603	840	981	379	457	466	528	163	131	157	CAGL0M09801g
697	1297	1097	411	649	495	871	1389	301	258	1094	305	1457	1782	742	809	2175	1547	1215	3064	1106	1201	2030	752	1711	2301	1740	1425	1389	1802	1383	1300	1439	556	682	654	782	838	540	337	CAGL0M09823g
243	144	130	79	104	47	142	156	73	55	201	657	267	337	242	205	607	782	463	1201	752	709	750	1475	1287	708	718	1086	1029	849	1296	1643	2100	888	1127	982	1216	257	229	144	CAGL0M09845g
330	215	219	178	242	213	157	283	128	120	197	50	296	366	228	293	521	560	334	909	374	542	425	111	698	496	375	563	617	439	865	154	141	80	102	95	119	170	99	130	CAGL0M09867g
692	598	500	434	627	427	315	523	304	234	425	158	560	731	635	682	875	1295	491	1437	1004	982	805	346	1496	923	606	1313	1033	783	1405	616	668	224	281	366	359	402	242	284	CAGL0M09889g
540	349	336	196	299	215	208	321	154	121	258	277	323	453	293	351	648	665	366	1099	466	552	572	711	736	684	489	562	540	592	647	918	972	429	581	515	619	365	213	238	CAGL0M09911g
223	156	157	139	188	107	86	156	105	79	126	25	135	207	162	176	221	284	122	340	198	226	184	93	222	190	134	216	200	134	204	120	132	46	72	91	76	112	67	77	CAGL0M09933g
1378	1035	980	777	1238	1028	680	1074	650	518	777	233	1075	1382	1321	1518	1825	2882	1007	2508	2008	2427	1538	628	3137	1878	1260	2580	2461	1276	2311	806	770	381	535	551	671	621	403	453	CAGL0M09955g
351	118	71	95	85	61	44	71	32	25	55	565	86	107	105	94	239	361	208	420	320	330	368	1713	579	359	295	505	446	404	500	1884	2347	1037	1312	1067	1281	262	198	192	CAGL0M09977g
1228	1095	1046	707	1161	847	730	1237	579	552	830	397	1101	1385	1145	1327	1852	2277	1063	3128	1628	2163	1656	840	2583	1804	1307	2171	2177	1347	2564	1058	1068	524	716	685	836	702	490	465	CAGL0M09999g
489	363	284	296	381	254	297	459	205	183	255	47	304	374	341	371	433	574	150	430	462	527	216	119	748	308	179	645	558	313	651	205	194	99	84	101	136	229	121	149	CAGL0M10021g
656	526	493	291	444	290	311	461	169	136	347	147	468	556	327	369	696	574	481	1312	444	508	705	432	719	839	648	657	634	800	813	637	702	254	377	368	393	469	304	265	CAGL0M10043g
225	195	151	109	171	115	85	107	83	64	115	33	137	172	179	161	236	290	112	257	196	219	230	204	318	283	176	259	237	135	220	254	279	109	147	188	196	179	93	97	CAGL0M10065g
1415	1535	1284	749	1096	859	929	1495	537	491	1123	295	1479	1751	1070	1293	2213	2015	1220	3611	1505	1713	1741	596	2232	2060	1525	1900	1786	1809	1991	1226	1257	486	592	606	685	1069	723	533	CAGL0M10087g
53	43	40	35	65	35	22	44	37	17	35	16	48	37	59	61	73	130	47	110	74	103	55	48	109	63	50	112	109	51	115	58	80	24	32	39	33	25	17	26	CAGL0M10109g
475	441	370	299	405	322	234	362	214	180	309	198	426	535	481	543	696	1016	354	871	710	803	486	512	1159	676	531	890	873	486	971	685	696	271	381	385	418	362	213	205	CAGL0M10131g
0	8	7	5	8	4	3	14	6	2	11	3	11	11	16	23	19	49	6	28	48	50	5	3	97	13	10	87	87	6	108	3	4	4	0	2	3	1	4	3	CAGL0M10153g
992	921	790	524	832	591	563	811	417	414	706	301	920	1093	875	1001	1635	1723	928	2812	1202	1424	1501	754	1950	1458	1182	1486	1498	1297	1718	980	1003	491	558	602	704	732	447	430	CAGL0M10175g
499	58	43	56	50	20	24	37	26	14	40	1099	57	57	67	53	133	283	182	452	320	217	303	2487	517	204	326	490	434	442	583	2473	3307	1471	1869	1660	1848	287	324	281	CAGL0M10197g
212	161	153	77	98	44	45	55	25	14	84	92	61	87	65	51	177	226	73	142	233	120	120	335	353	223	137	295	226	87	309	176	249	126	133	133	177	178	107	97	CAGL0M10219g
236	196	162	126	178	96	70	94	45	42	79	119	97	128	107	113	159	232	100	312	177	198	180	255	260	233	146	230	219	140	208	287	365	124	167	172	214	147	106	122	CAGL0M10235g
